,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
3369,How to Make the Most of Those Cans of Sardines,2020-04-14T15:33:38+0000,Cooking and Cookbooks;Coronavirus (2019-nCoV);Quarantines,False,False
3370,Will ‘Big Data’ Restore Active Managers’ Mojo?,2020-04-15T18:17:24+0000,ARTIFICIAL INTELLIGENCE;Data-Mining and Database Marketing;Computers and the Internet;Mobile Applications;Social Media;Stocks and Bonds;Standard & Poor's 500-Stock Index,False,False
3371,‘Overwhelmed and Frustrated’: What It’s Like Trying to Get an Abortion in Texas,2020-04-14T09:00:29+0000,Texas;ABORTION;Suits and Litigation (Civil);Women's Rights;Decisions and Verdicts;Coronavirus (2019-nCoV),False,False
3372,"‘I Can’t Believe I Am Going to Say This, but I Would Rather Be at School’",2020-04-14T09:00:40+0000,E-Learning;Coronavirus (2019-nCoV);Shutdowns (Institutional);Education (K-12);Homework;Teachers and School Employees;Parenting;Quarantines,False,False
3373,A Simple Trick to Reset Your Post-Baby Budget,2020-04-15T19:43:28+0000,Parenting;Budgets and Budgeting;Credit Cards;Personal Finances;Financial Planners,False,False
3374,"Wait, I Thought You Had Outgrown This",2020-04-15T19:40:27+0000,Parenting;Tantrums in Children;Children and Childhood,False,False
3375,"Peter Beard Still Missing, Weeks After Disappearing on Long Island",2020-04-14T09:00:41+0000,"Beard, Peter;Missing Persons;Photography;Art;Montauk (NY);AFRICA;Kenya",False,True
3376,"N.Y. Got $12,000 Per Virus Case, by One Count. Nebraska Got $379,000.",2020-04-14T19:17:14+0000,"Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);Cuomo, Andrew M;New York State;New Jersey;United States Politics and Government;Federal-State Relations (US)",False,True
3377,"Hank Steinbrenner, an Heir to the Yankees, Is Dead at 63",2020-04-14T16:06:03+0000,"Steinbrenner, Hank;Deaths (Obituaries);New York Yankees;Baseball",False,False
3378,A Simple Trick to Reset Your Post-Baby Budget,2020-04-15T19:43:28+0000,Parenting;Budgets and Budgeting;Credit Cards;Personal Finances;Financial Planners,False,False
3379,"‘I Can’t Believe I Am Going to Say This, but I Would Rather Be at School’",2020-04-14T09:00:40+0000,E-Learning;Coronavirus (2019-nCoV);Shutdowns (Institutional);Education (K-12);Homework;Teachers and School Employees;Parenting;Quarantines,False,True
3380,"Hank Steinbrenner, an Heir to the Yankees, Is Dead at 63",2020-04-14T16:06:03+0000,"Steinbrenner, Hank;Deaths (Obituaries);New York Yankees;Baseball",False,True
3381,How to Help Those Weathering Financial Storms,2020-04-14T21:31:59+0000,Quarantines;Coronavirus (2019-nCoV);Shutdowns (Institutional);Philanthropy,False,False
3382,Cupid in Quarantine,2020-04-13T09:00:20+0000,Memory;Optimism;Brain;Happiness;Dating and Relationships;Dopamine;Coronavirus (2019-nCoV),False,False
3383,A Letter From the Editors of the Book Review,2020-04-13T18:21:38+0000,Books and Literature,False,False
3384,"‘Pretty Catastrophic’ Month for Retailers, and Now a Race to Survive",2020-04-15T12:46:52+0000,"Shopping and Retail;United States Economy;E-Commerce;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Consumer Behavior;Unemployment;Shopping Centers and Malls;Small Business;Quarantines;Epidemics;Layoffs and Job Reductions",False,False
3385,"Irene Inouye, 71, Fund-Raising Champion of Japanese-Americans, Dies",2020-04-13T21:11:08+0000,"Japanese-Americans;Philanthropy;Deaths (Obituaries);Kresge Foundation;Inouye, Daniel K;Inouye, Irene Hirano (1948-2020);Ford Foundation",False,False
3386,"In Argentina, a Bid to Make Language Gender Neutral Gains Traction",2020-04-15T15:35:06+0000,"ARGENTINA;Spanish Language;Gender;Grammar;Fernandez, Alberto (1959- );Language and Languages;Royal Spanish Academy",False,False
3387,"Irena Chalmers, 84, Is Dead; Writer Anticipated a Food Revolution",2020-04-13T21:36:51+0000,"Cooking and Cookbooks;Food;Deaths (Obituaries);Chalmers, Irena;Chefs",True,True
3388,Small-Business Aid Funds Run Dry as Program Fails to Reach Hardest Hit,2020-04-15T21:42:36+0000,"United States Economy;Banking and Financial Institutions;Coronavirus Aid, Relief, and Economic Security Act (2020);Small Business;Coronavirus (2019-nCoV);House of Representatives;Senate;Small Business Administration;Treasury Department;Mnuchin, Steven T;Schumer, Charles E;McConnell, Mitch",False,False
3389,How Bubonic Plague Has Helped Russia Fight the Coronavirus,2020-04-15T15:33:27+0000,Quarantines;Coronavirus (2019-nCoV);Plague;Kyrgyzstan;USSR (Former Soviet Union),False,False
3390,Cuomo Orders New Yorkers to Cover Faces to Slow Virus’s Spread,2020-04-15T11:07:18+0000,Coronavirus (2019-nCoV);New York State;New York City,False,False
3391,"Irene Inouye, 71, Fund-Raising Champion of Japanese-Americans, Dies",2020-04-13T21:11:08+0000,"Japanese-Americans;Philanthropy;Deaths (Obituaries);Kresge Foundation;Inouye, Daniel K;Inouye, Irene Hirano (1948-2020);Ford Foundation",False,False
3392,"Irena Chalmers, 84, Is Dead; Writer Anticipated a Food Revolution",2020-04-13T21:36:51+0000,"Cooking and Cookbooks;Food;Deaths (Obituaries);Chalmers, Irena;Chefs",False,False
3393,"Even Without a Home, We Always Had a Family Meal",2020-04-15T19:44:41+0000,Parenting;Food;Child Care,False,True
3394,Looking for a Full Sports Calendar? Try Nicaragua,2020-04-14T09:00:43+0000,"Coronavirus (2019-nCoV);Quarantines;Nicaragua;Politics and Government;Baseball;Soccer;Ortega, Daniel;Murillo, Rosario;Central America",False,False
3395,N.F.L. Draft 2020: No Goodell Hugs? No Boos? No Problem,2020-04-14T07:00:07+0000,"Football;National Football League;Draft and Recruitment (Sports);Videophones and Videoconferencing;ESPN;Goodell, Roger;Coronavirus (2019-nCoV)",False,True
3396,What to Do When Your Kids Fight,2020-04-15T20:35:50+0000,"Parenting;ARBITRATION, CONCILIATION AND MEDIATION;Psychology and Psychologists;Research",False,True
3397,"‘We Will All Die One Day,’ My President Said",2020-04-14T19:00:07+0000,"Coronavirus (2019-nCoV);Tests (Medical);Bolsonaro, Jair (1955- );Brazil;Sao Paulo (Brazil);Politics and Government",True,True
3398,How to Give Yourself a Buzz Cut,2020-04-15T09:00:11+0000,Hair;Mirrors;your-feed-selfcare,False,True
3399,Cupid in Quarantine,2020-04-13T09:00:20+0000,Memory;Optimism;Brain;Happiness;Dating and Relationships;Dopamine;Coronavirus (2019-nCoV),False,True
3400,How to Help Those Weathering Financial Storms,2020-04-14T21:31:59+0000,Quarantines;Coronavirus (2019-nCoV);Shutdowns (Institutional);Philanthropy,False,True
3401,"Biden Comes Out on Top. Now, the Really Hard Part.",2020-04-15T16:22:26+0000,"Global Warming;Presidential Election of 2020;United States Politics and Government;Endorsements;Biden, Joseph R Jr;Obama, Barack;Sanders, Bernard;Democratic Party",False,True
3402,"Pastor Who Defied Social Distancing Dies After Contracting Covid-19, Church Says",2020-04-14T05:21:56+0000,"Shutdowns (Institutional);Coronavirus (2019-nCoV);Pentecostal Churches;Quarantines;Kaine, Timothy M;Northam, Ralph S;Richmond (Va);Virginia",True,True
3403,Most Libraries Are Closed. Some Librarians Still Have to Go In.,2020-04-14T19:13:55+0000,Libraries and Librarians;Paid Time Off;Telecommuting;United States;Coronavirus (2019-nCoV);Shutdowns (Institutional);Quarantines,False,True
3404,"Florida Inmate Released Amid Pandemic Killed Someone the Next Day, Officials Say",2020-04-15T23:27:30+0000,"Murders, Attempted Murders and Homicides;Coronavirus (2019-nCoV);Chronister, Chad;Hillsborough County (Fla);Crime and Criminals",True,True
3405,Your Thursday Briefing,2020-04-15T19:51:49+0000,,True,True
3406,"Relying on Science and Politics, Merkel Offers a Cautious Virus Re-entry Plan",2020-04-15T22:35:31+0000,"Coronavirus (2019-nCoV);Merkel, Angela;Germany",False,True
3407,Zoo May Feed Animals to Animals as Funds Dry Up in Pandemic,2020-04-15T14:48:46+0000,Zoos;Polar Bears;Coronavirus (2019-nCoV);Germany,False,True
3408,Rockefeller Center’s Art Deco Marvel: A Virtual Tour,2020-04-15T09:00:50+0000,"ART DECO;ARCHITECTURE;Okrent, Daniel;New York City;Rockefeller Center (Manhattan, NY);Sculpture;Pedestrian Malls;Real Estate (Commercial);Museum of Modern Art;Rockefeller Family;Rockefeller, John D",False,True
3409,"‘Pretty Catastrophic’ Month for Retailers, and Now a Race to Survive",2020-04-15T12:46:52+0000,"Shopping and Retail;United States Economy;E-Commerce;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Consumer Behavior;Unemployment;Shopping Centers and Malls;Small Business;Quarantines;Epidemics;Layoffs and Job Reductions",False,True
3410,Big Banks Get Ready for Rough Days Ahead,2020-04-15T22:29:18+0000,Banking and Financial Institutions;Company Reports;Coronavirus (2019-nCoV);Bank of America Corporation;Citigroup Inc;Goldman Sachs Group Inc,False,True
3411,"Fed Gives Banks a Break to Keep Markets Calm, Asking for Little in Return",2020-04-15T22:00:56+0000,"Banking and Financial Institutions;Federal Reserve System;Regulation and Deregulation of Industry;Powell, Jerome H;Credit and Debt;Stock Buybacks;Coronavirus (2019-nCoV);United States Politics and Government",False,False
3412,Kenya Barris Plumbs His Id to Reinvent the Family Comedy,2020-04-15T18:40:47+0000,"Television;Black People;Barris, Kenya (1974- );Jones, Rashida;Black-ish (TV Program);Mixed-ish (TV Program);Netflix Inc",False,False
3413,"In Argentina, a Bid to Make Language Gender Neutral Gains Traction",2020-04-15T15:35:06+0000,"ARGENTINA;Spanish Language;Gender;Grammar;Fernandez, Alberto (1959- );Language and Languages;Royal Spanish Academy",False,True
3414,"Photojournalists Struggle Through the Pandemic, With Masks and Long Lenses",2020-04-15T19:29:43+0000,"Photography;Coronavirus (2019-nCoV);News and News Media;Freelancing, Self-Employment and Independent Contracting;Vanity Fair;Reuters Group PLC;Eater (Web Site);Kauzlarich, Mark;Jones, Radhika;Protective Clothing and Gear;New York Post",False,False
3415,"​In South Korea Vote, ​Virus Delivers Landslide Win to Governing Party",2020-04-15T23:25:48+0000,Coronavirus (2019-nCoV);Elections;Moon Jae-in;South Korea,False,False
3416,"UnitedHealth Reports Profit, Citing Falling Demand for Elective Care",2020-04-15T20:42:30+0000,Health Insurance and Managed Care;Coronavirus (2019-nCoV);UnitedHealth Group Inc;Company Reports;Quarantines;Optum Inc;your-feed-healthcare,False,False
3417,Your Quarantine Cooking Needs Condiments,2020-04-13T09:00:05+0000,Cooking and Cookbooks;Chinese Food (Cuisine);Condiments;Tofu,False,True
3418,"UnitedHealth Reports Profit, Citing Falling Demand for Elective Care",2020-04-15T20:42:30+0000,Health Insurance and Managed Care;Coronavirus (2019-nCoV);UnitedHealth Group Inc;Company Reports;Quarantines;Optum Inc;your-feed-healthcare,False,False
3419,Your Quarantine Cooking Needs Condiments,2020-04-13T09:00:05+0000,Cooking and Cookbooks;Chinese Food (Cuisine);Condiments;Tofu,False,False
3420,What Is Missing From Afghan Peace Talks,2020-04-14T19:00:07+0000,"Politics and Government;Constitutions;September 11 (2001);Taliban;Massoud, Ahmed Shah;Ghani, Ashraf;Karzai, Hamid;ABDULLAH, ABDULLAH;AFGHANISTAN;Panjshir Valley (Afghanistan)",False,True
3421,Coronavirus Briefing: What Happened Today,2020-04-13T23:37:12+0000,Coronavirus (2019-nCoV),False,True
3422,My Toddler Survived Cancer. Then Came the Coronavirus.,2020-04-15T19:00:07+0000,Liver Cancer;Coronavirus (2019-nCoV);Transplants;Hospitals;United States,False,False
3423,Think This Pandemic Is Bad? We Have Another Crisis Coming,2020-04-15T09:00:20+0000,Environment;Coronavirus (2019-nCoV);Race and Ethnicity;Poverty;United States Economy;Michigan;Senate;Green New Deal,False,True
3424,Voices of the Pandemic,2020-04-13T09:53:58+0000,Urban Areas;Pittsburgh (Pa);Seattle (Wash);Coronavirus (2019-nCoV);Quarantines;Parenting,False,True
3425,Can’t Sleep While Pregnant?,2020-04-13T21:18:20+0000,Sleep;Pregnancy and Childbirth;Babies and Infants;Pillows;Dietary Supplements and Herbal Remedies;Heartburn,False,False
3426,"Coronavirus, Anthony Fauci, Tornadoes: Your Monday Briefing",2020-04-13T09:13:06+0000,,False,False
3427,What the Heck Is That?,2020-04-13T16:26:22+0000,"Crossword Puzzles;Agard, Erik (Crossword Constructor);Liu, Wyna (Crossword Constructor);Music",False,False
3428,"What You Get for $450,000 in California",2020-04-13T13:00:21+0000,Real Estate and Housing (Residential);Sacramento (Calif);Palm Desert (Calif);Tulare (Calif),False,True
3429,"Biden and Bernie, Bros",2020-04-13T22:10:50+0000,"Presidential Election of 2020;Endorsements;Biden, Joseph R Jr;Sanders, Bernard",False,True
3430,Wisconsin Election Results: What to Watch For,2020-04-13T12:00:07+0000,"Wisconsin;Milwaukee (Wis);Presidential Election of 2020;Supreme Courts (State);Democratic Party;Primaries and Caucuses;Biden, Joseph R Jr;Sanders, Bernard;Voting and Voters",False,True
3431,"Corrections: April 14, 2020",2020-04-14T03:48:05+0000,,True,True
3432,What’s on TV Monday: 'Listen to Your Heart’ and ‘The Baker and the Beauty’,2020-04-13T05:00:07+0000,Television;Movies,True,True
3433,Voices of the Pandemic,2020-04-13T09:53:58+0000,Urban Areas;Pittsburgh (Pa);Seattle (Wash);Coronavirus (2019-nCoV);Quarantines;Parenting,False,True
3434,Bernie’s Endorsement Matters,2020-04-14T12:27:11+0000,"Presidential Election of 2020;United States Politics and Government;Endorsements;Voting and Voters;Primaries and Caucuses;Democratic Party;Presidential Election of 2016;Biden, Joseph R Jr;Clinton, Hillary Rodham;Sanders, Bernard;Trump, Donald J",False,True
3435,What’s on TV Tuesday: ‘Elmo’s Playdate’ and ‘Fleabag’,2020-04-14T05:00:06+0000,Movies;Television,False,True
3436,‘I Just Want to Eat Her Up!’,2020-04-13T19:56:19+0000,Babies and Infants;Parenting,False,True
3437,Can’t Sleep While Pregnant?,2020-04-13T21:18:20+0000,Sleep;Pregnancy and Childbirth;Babies and Infants;Pillows;Dietary Supplements and Herbal Remedies;Heartburn,True,True
3438,Bernie’s Endorsement Matters,2020-04-14T12:27:11+0000,"Presidential Election of 2020;United States Politics and Government;Endorsements;Voting and Voters;Primaries and Caucuses;Democratic Party;Presidential Election of 2016;Biden, Joseph R Jr;Clinton, Hillary Rodham;Sanders, Bernard;Trump, Donald J",True,True
3439,How ‘Fast Carbs’ May Undermine Your Health,2020-04-14T16:37:05+0000,Cooking and Cookbooks;Digestive Tract;Carbohydrates;Obesity;Grain;Weight;Food;Diabetes;Coronavirus (2019-nCoV);Diet and Nutrition;Heart,False,False
3440,Are Your Parents on TikTok?,2020-04-14T18:39:44+0000,"TikTok (ByteDance);Social Media;Instagram Inc;ALBA, JESSICA;YouTube.com",False,False
3441,"We’re Not Going Back to Normal, but What Can We Go Back To?",2020-04-14T09:00:10+0000,"Unemployment;Coronavirus Aid, Relief, and Economic Security Act (2020);Labor and Jobs;Coronavirus (2019-nCoV);Deaths (Fatalities)",False,False
3442,Are We at the Start of a New Protest Movement?,2020-04-14T00:47:07+0000,"Demonstrations, Protests and Riots;Coronavirus (2019-nCoV);Labor and Jobs;Paid Time Off",True,True
3443,You Can’t Visit the Museum. But Your Robot Can.,2020-04-15T10:12:46+0000,Art;Robots and Robotics;Museums;England;Coronavirus (2019-nCoV),True,True
3444,She Kept a Diary of China’s Epidemic. Now She Faces a Political Storm.,2020-04-14T14:31:14+0000,Coronavirus (2019-nCoV);Wuhan (China);Fang Fang (Author);Diaries;Politics and Government;China;Epidemics;Communist Party of China,True,True
3445,N.F.L. Bows to Marijuana’s New Status,2020-04-13T07:00:08+0000,"Marijuana;Tests (Drug Use);Football;Medical Marijuana;National Football League;National Football League Players Assn;Organized Labor;Monroe, Eugene (1987- );Gregory, Randy (1992- );Gronkowski, Rob",False,False
3446,Wisconsin Election Results: What to Watch For,2020-04-13T12:00:07+0000,"Wisconsin;Milwaukee (Wis);Presidential Election of 2020;Supreme Courts (State);Democratic Party;Primaries and Caucuses;Biden, Joseph R Jr;Sanders, Bernard;Voting and Voters",False,False
3447,When Has Starting Over Worked for You?,2020-04-14T09:00:05+0000,,False,False
3448,How to Reconnect With Your Partner After Having Kids,2020-04-15T19:44:01+0000,Dating and Relationships;Children and Childhood;Parenting;Sex;Therapy and Rehabilitation;Homosexuality and Bisexuality;Marriages,False,False
3449,The Truth About Pregnancy Over 40,2020-04-15T19:41:21+0000,"Pregnancy and Childbirth;In Vitro Fertilization;Babies and Infants;Parenting;Infertility;AGE, CHRONOLOGICAL;AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS",False,False
3450,We Need to Talk About ‘The Giving Tree’,2020-04-15T19:42:43+0000,"Parenting;Children and Childhood;Books and Literature;Silverstein, Shel",False,False
